experiment,detonation,file_create,image_load,net_connect,process_create,process_term,reg_create_key,reg_delete_key,reg_delete_value,reg_write,n_events,t_first,t_last,t_detonate,duration_s,dur_after_detonation_s,n_uniq_child,n_uniq_parent,n_uniq_cguid
E13620,1,51,101,0,3,2,5,0,0,0,163,2024-08-14 11:08:52.630,2024-08-14 11:09:17.265,2024-08-14 11:08:52.630,24.635,24.635,131,5,163
E13621,1,60,224,98,5,2,5,0,0,6,401,2024-05-05 22:58:50.565,2024-05-05 23:03:49.630,2024-05-05 22:58:50.565,299.065,299.065,168,6,401
E13622,1,5,54,0,1,2,0,0,0,0,63,2024-05-06 14:31:00.595,2024-05-06 14:31:01.096,2024-05-06 14:31:00.595,0.501,0.501,60,3,63
E13623,1,48,91,6,0,0,4,0,0,8,158,2024-05-05 00:39:47.578,2024-05-05 00:43:49.858,2024-05-05 00:39:47.578,242.28,242.28,145,2,158
E13624,1,1191,108,3,1,2,111,0,0,0,1417,2024-08-21 14:07:37.302,2024-08-21 14:07:44.180,2024-08-21 14:07:37.302,6.878,6.878,923,2,1417
E13625,1,11,29,0,0,0,0,0,0,0,41,2024-08-24 10:25:31.001,2024-08-24 10:25:32.238,2024-08-24 10:25:31.001,1.237,1.237,41,2,41
E13626,1,474,35,0,0,0,10,0,0,10,530,2024-08-13 01:24:26.601,2024-08-13 01:28:56.643,2024-08-13 01:24:26.601,270.042,270.042,520,2,530
E13627,1,2,41,13,0,0,0,0,0,0,57,2024-05-05 07:37:53.643,2024-05-05 07:42:19.792,2024-05-05 07:37:53.643,266.149,266.149,45,2,57
E13628,1,549,1052,26,54,45,24,0,0,25,1776,2024-08-12 21:39:55.133,2024-08-12 21:44:23.938,2024-08-12 21:39:55.133,268.805,268.805,559,7,1776
E13629,1,3,40,0,0,1,0,0,0,0,45,2024-05-17 14:20:34.995,2024-05-17 14:20:35.598,2024-05-17 14:20:34.995,0.603,0.603,44,2,45
E13630,1,156,729,0,26,26,0,0,0,0,938,2024-08-25 22:52:56.036,2024-08-25 22:52:57.592,2024-08-25 22:52:56.036,1.556,1.556,132,27,938
E13631,1,0,9,0,0,1,0,0,0,0,11,2024-08-08 20:53:59.357,2024-08-08 20:53:59.367,2024-08-08 20:53:59.357,0.01,0.01,10,1,11
E13632,1,151,234,4,3,4,133,0,0,20,550,2024-08-22 03:45:39.802,2024-08-22 03:45:42.721,2024-08-22 03:45:39.802,2.919,2.919,381,4,550
E13633,1,0,0,0,11,6,0,0,0,0,18,2024-08-21 14:32:58.296,2024-08-21 14:33:07.496,2024-08-21 14:32:58.296,9.2,9.2,6,5,18
E13634,1,56,111,3,1,2,111,0,0,0,285,2024-08-13 12:45:37.919,2024-08-13 12:45:39.115,2024-08-13 12:45:37.919,1.196,1.196,250,3,285
E13635,1,4,31,0,1,2,6,0,0,0,45,2024-05-17 22:42:48.737,2024-05-17 22:43:07.735,2024-05-17 22:42:48.737,18.998,18.998,40,3,45
E13636,1,0,9,0,0,1,0,0,0,0,11,2024-08-23 04:43:35.777,2024-08-23 04:43:35.787,2024-08-23 04:43:35.777,0.01,0.01,10,2,11
E13637,1,75,59,0,1,1,0,0,0,0,137,2024-08-22 10:31:48.457,2024-08-22 10:36:27.666,2024-08-22 10:31:48.457,279.209,279.209,93,3,137
E13638,1,96,151,2,1,1,7,0,0,18,277,2024-08-09 20:08:06.173,2024-08-09 20:08:11.674,2024-08-09 20:08:06.173,5.501,5.501,251,3,277
E13639,1,523,417,19,18,11,6,0,0,10,1005,2024-08-09 01:20:10.754,2024-08-09 01:21:00.101,2024-08-09 01:20:10.754,49.347,49.347,546,7,1005
E13640,1,1,47,0,1,2,0,0,0,0,52,2024-05-19 14:16:22.482,2024-05-19 14:16:23.164,2024-05-19 14:16:22.482,0.682,0.682,49,3,52
E13641,1,8764,108,3,1,2,118,2,0,25,9024,2024-08-27 15:17:38.178,2024-08-27 15:18:00.237,2024-08-27 15:17:38.178,22.059,22.059,4734,3,9024
E13642,1,11,33,0,0,0,0,0,0,0,45,2024-05-20 12:12:02.014,2024-05-20 12:12:03.302,2024-05-20 12:12:02.014,1.288,1.288,43,2,45
E13643,1,55,34,0,0,0,2,0,0,0,92,2024-05-18 00:47:34.474,2024-05-18 00:47:35.234,2024-05-18 00:47:34.474,0.76,0.76,90,2,92
E13644,1,144,215,6,2,2,0,0,0,0,370,2024-08-21 01:59:37.155,2024-08-21 01:59:41.963,2024-08-21 01:59:37.155,4.808,4.808,211,3,370
E13645,1,1360,130,0,1,0,0,0,0,2,1494,2024-05-21 11:19:36.354,2024-05-21 11:19:39.119,2024-05-21 11:19:36.354,2.765,2.765,1399,3,1494
E13646,1,397,35,0,0,0,10,0,0,10,453,2024-08-21 11:48:32.652,2024-08-21 11:53:08.716,2024-08-21 11:48:32.652,276.064,276.064,443,2,453
E13647,1,67,130,0,2,0,23,0,1,18,242,2024-08-24 15:50:02.596,2024-08-24 15:50:04.076,2024-08-24 15:50:02.596,1.48,1.48,195,4,242
E13648,1,33,60,0,0,0,0,0,0,0,94,2024-05-17 06:52:23.338,2024-05-17 06:52:25.186,2024-05-17 06:52:23.338,1.848,1.848,94,2,94
E13649,1,154,729,0,26,27,29,0,10,39,1015,2024-08-28 12:22:12.019,2024-08-28 12:22:13.775,2024-08-28 12:22:12.019,1.756,1.756,131,27,1015
E13650,1,38,93,45,2,2,12,0,0,0,193,2024-05-04 15:27:54.600,2024-05-04 15:32:32.682,2024-05-04 15:27:54.600,278.082,278.082,99,3,193
E13651,1,843,796,35,14,9,157,0,8,54,1917,2024-08-28 21:11:23.848,2024-08-28 21:12:30.849,2024-08-28 21:11:23.848,67.001,67.001,1142,12,1917
E13652,1,563,1525,18,81,71,30,0,0,29,2318,2024-08-09 10:26:56.681,2024-08-09 10:28:05.620,2024-08-09 10:26:56.681,68.939,68.939,565,6,2318
E13653,1,0,6,0,0,1,0,0,0,0,8,2024-05-03 19:15:59.186,2024-05-03 19:15:59.273,2024-05-03 19:15:59.186,0.087,0.087,7,2,8
E13654,1,1,29,0,0,1,0,0,0,0,32,2024-05-07 08:07:04.504,2024-05-07 08:07:05.502,2024-05-07 08:07:04.504,0.998,0.998,31,2,32
E13655,1,0,0,0,2,0,0,0,0,0,3,2024-08-27 07:14:08.574,2024-08-27 07:14:14.684,2024-08-27 07:14:08.574,6.11,6.11,3,2,3
E13656,1,461,35,0,0,0,10,0,0,10,517,2024-08-26 09:25:08.587,2024-08-26 09:29:48.516,2024-08-26 09:25:08.587,279.929,279.929,507,2,517
E13657,1,94,132,3,1,2,111,0,0,0,344,2024-08-14 10:25:45.221,2024-08-14 10:25:46.986,2024-08-14 10:25:45.221,1.765,1.765,297,3,344
E13658,1,24,94,14,1,1,3,0,0,7,145,2024-08-26 04:16:56.079,2024-08-26 04:21:24.144,2024-08-26 04:16:56.079,268.065,268.065,95,3,145
E13659,1,5,21,0,0,1,0,0,0,0,28,2024-05-16 09:24:41.657,2024-05-16 09:24:42.458,2024-05-16 09:24:41.657,0.801,0.801,27,2,28
E13660,1,511,142,5,4,5,2,0,0,1,671,2024-08-24 14:00:28.535,2024-08-24 14:00:40.858,2024-08-24 14:00:28.535,12.323,12.323,586,6,671
E13661,1,11,57,0,1,0,0,0,0,0,70,2024-08-23 23:20:50.358,2024-08-23 23:20:51.038,2024-08-23 23:20:50.358,0.68,0.68,68,3,70
E13662,1,54,96,3,1,2,111,0,0,0,268,2024-08-25 12:38:24.674,2024-08-25 12:38:26.370,2024-08-25 12:38:24.674,1.696,1.696,245,2,268
E13663,1,37,82,0,1,1,1,0,0,4,127,2024-08-27 02:41:24.782,2024-08-27 02:41:25.840,2024-08-27 02:41:24.782,1.058,1.058,92,3,127
E13664,1,63,224,0,7,8,3,0,0,6,312,2024-08-14 07:29:47.660,2024-08-14 07:29:48.389,2024-08-14 07:29:47.660,0.729,0.729,97,9,312
E13665,1,4,17,0,0,0,0,0,0,0,22,2024-05-04 18:08:30.668,2024-05-04 18:08:30.975,2024-05-04 18:08:30.668,0.307,0.307,22,2,22
E13666,1,4,54,0,1,2,0,0,0,0,62,2024-08-26 01:58:32.328,2024-08-26 01:58:33.344,2024-08-26 01:58:32.328,1.016,1.016,41,2,62
E13667,1,45,67,0,2,3,0,0,0,0,118,2024-05-06 00:53:40.660,2024-05-06 00:53:41.223,2024-05-06 00:53:40.660,0.563,0.563,81,3,118
E13668,1,9,25,0,0,1,0,0,0,0,36,2024-08-26 20:52:22.283,2024-08-26 20:52:22.721,2024-08-26 20:52:22.283,0.438,0.438,33,2,36
E13669,1,532,702,13,35,31,20,0,0,17,1351,2024-08-12 19:27:44.334,2024-08-12 19:31:33.002,2024-08-12 19:27:44.334,228.668,228.668,557,6,1351
E13670,1,47,97,0,1,1,1,0,0,4,152,2024-05-03 22:01:02.404,2024-05-03 22:01:03.055,2024-05-03 22:01:02.404,0.651,0.651,109,3,152
E13671,1,18,53,0,1,1,0,0,0,0,74,2024-08-25 15:00:44.126,2024-08-25 15:00:45.130,2024-08-25 15:00:44.126,1.004,1.004,53,3,74
E13672,1,1,46,0,1,2,0,0,0,0,51,2024-05-21 17:28:02.586,2024-05-21 17:28:03.186,2024-05-21 17:28:02.586,0.6,0.6,33,3,51
E13673,1,7,39,0,0,1,0,0,0,0,48,2024-05-20 21:05:00.625,2024-05-20 21:05:01.276,2024-05-20 21:05:00.625,0.651,0.651,47,1,48
E13674,1,53,102,3,1,2,118,2,0,25,307,2024-08-14 20:37:02.586,2024-08-14 20:37:04.234,2024-08-14 20:37:02.586,1.648,1.648,251,3,307
E13675,1,72,138,3,2,3,111,0,0,0,330,2024-08-28 10:29:52.584,2024-08-28 10:29:58.113,2024-08-28 10:29:52.584,5.529,5.529,273,4,330
E13676,1,524,650,9,30,17,0,0,0,0,1231,2024-08-13 17:43:57.777,2024-08-13 17:44:38.278,2024-08-13 17:43:57.777,40.501,40.501,532,7,1231
E13677,1,5098,108,3,1,2,118,2,0,25,5358,2024-08-23 19:27:47.074,2024-08-23 19:28:02.398,2024-08-23 19:27:47.074,15.324,15.324,2888,3,5358
E13678,1,6,24,0,0,0,0,0,0,0,31,2024-08-25 10:18:39.494,2024-08-25 10:18:39.803,2024-08-25 10:18:39.494,0.309,0.309,31,1,31
E13679,1,453,35,0,0,0,10,0,0,10,509,2024-08-14 03:13:38.621,2024-08-14 03:18:16.848,2024-08-14 03:13:38.621,278.227,278.227,499,2,509
E13680,1,6,54,0,1,0,0,0,0,0,62,2024-08-13 21:04:10.600,2024-08-13 21:04:11.331,2024-08-13 21:04:10.600,0.731,0.731,60,3,62
E13681,1,5,32,0,0,1,0,0,0,0,39,2024-08-14 12:28:53.343,2024-08-14 12:28:53.744,2024-08-14 12:28:53.343,0.401,0.401,38,2,39
E13682,1,0,19,0,0,1,0,0,0,0,21,2024-05-07 07:18:43.536,2024-05-07 07:18:43.560,2024-05-07 07:18:43.536,0.024,0.024,20,2,21
E13683,1,19,55,3,0,0,3,0,0,7,88,2024-08-24 13:36:26.429,2024-08-24 13:37:35.581,2024-08-24 13:36:26.429,69.152,69.152,82,2,88
E13684,1,297,835,9506,26,10,0,0,0,0,10675,2024-05-04 12:41:58.212,2024-05-04 12:46:55.572,2024-05-04 12:41:58.212,297.36,297.36,9849,10,10675
E13685,1,0,11,0,0,1,1,0,0,2,16,2024-05-18 16:23:05.575,2024-05-18 16:23:05.763,2024-05-18 16:23:05.575,0.188,0.188,13,2,16
E13686,1,221,545,28,7,0,148,0,8,44,1002,2024-08-13 06:22:28.897,2024-08-13 06:23:38.065,2024-08-13 06:22:28.897,69.168,69.168,587,5,1002
E13687,1,1,0,0,2,0,0,0,0,0,4,2024-08-28 22:01:03.248,2024-08-28 22:01:14.004,2024-08-28 22:01:03.248,10.756,10.756,4,2,4
E13688,1,12,61,0,1,0,0,0,0,0,75,2024-05-05 08:50:03.631,2024-05-05 08:50:04.328,2024-05-05 08:50:03.631,0.697,0.697,74,3,75
E13689,1,54,102,3,1,2,115,1,0,21,300,2024-08-14 09:42:29.889,2024-08-14 09:42:31.220,2024-08-14 09:42:29.889,1.331,1.331,249,3,300
E13690,1,30,56,0,0,0,1,0,0,1,89,2024-05-19 21:56:06.882,2024-05-19 21:56:07.544,2024-05-19 21:56:06.882,0.662,0.662,88,2,89
E13691,1,0,15,0,0,1,0,0,0,0,17,2024-05-19 02:12:15.554,2024-05-19 02:12:15.568,2024-05-19 02:12:15.554,0.014,0.014,16,2,17
E13692,1,56,91,6,0,0,4,0,0,8,166,2024-05-05 00:35:36.344,2024-05-05 00:39:38.351,2024-05-05 00:35:36.344,242.007,242.007,153,2,166
E13693,1,70,59,0,1,1,0,0,0,1,133,2024-08-25 12:22:56.842,2024-08-25 12:27:32.621,2024-08-25 12:22:56.842,275.779,275.779,89,3,133
E13694,1,418,35,0,0,0,8,0,0,8,470,2024-08-27 12:25:28.674,2024-08-27 12:30:07.235,2024-08-27 12:25:28.674,278.561,278.561,462,2,470
E13695,1,299,610,0,21,20,7,0,0,7,965,2024-05-04 12:10:57.305,2024-05-04 12:11:01.686,2024-05-04 12:10:57.305,4.381,4.381,395,12,965
E13696,1,1,37,0,1,0,0,0,0,0,40,2024-05-07 06:38:14.206,2024-05-07 06:38:14.447,2024-05-07 06:38:14.206,0.241,0.241,39,3,40
E13697,1,26,44,0,0,0,0,0,0,0,71,2024-05-05 21:07:36.027,2024-05-05 21:07:37.410,2024-05-05 21:07:36.027,1.383,1.383,71,2,71
E13698,1,1,46,0,1,2,6,0,0,3,60,2024-05-06 22:25:33.399,2024-05-06 22:25:53.553,2024-05-06 22:25:33.399,20.154,20.154,42,3,60
E13699,1,3,28,0,1,2,0,0,0,0,35,2024-08-15 00:05:33.776,2024-08-15 00:05:34.287,2024-08-15 00:05:33.776,0.511,0.511,28,3,35
E13700,1,44,60,0,0,0,0,0,0,0,105,2024-05-16 18:04:51.029,2024-05-16 18:04:51.842,2024-05-16 18:04:51.029,0.813,0.813,101,2,105
E13701,1,4,33,0,1,2,0,0,0,0,41,2024-05-05 14:34:55.436,2024-05-05 14:34:56.412,2024-05-05 14:34:55.436,0.976,0.976,35,3,41
E13702,1,451,35,0,0,0,8,0,0,8,503,2024-08-14 06:12:05.760,2024-08-14 06:16:47.384,2024-08-14 06:12:05.760,281.624,281.624,495,2,503
E13703,1,1,30,0,0,1,0,0,0,0,33,2024-05-17 13:53:25.926,2024-05-17 13:53:26.114,2024-05-17 13:53:25.926,0.188,0.188,32,2,33
E13704,1,1,15,0,0,1,0,0,0,0,18,2024-05-16 10:21:52.530,2024-05-16 10:21:53.054,2024-05-16 10:21:52.530,0.524,0.524,17,2,18
E13705,1,13,29,0,0,0,0,0,0,0,43,2024-05-06 18:46:31.700,2024-05-06 18:46:32.377,2024-05-06 18:46:31.700,0.677,0.677,43,2,43
E13706,1,12,32,0,0,1,133,0,83,537,799,2024-05-16 19:47:47.287,2024-05-16 19:47:47.697,2024-05-16 19:47:47.287,0.41,0.41,182,2,799
E13707,1,3,48,0,1,2,0,0,0,0,55,2024-05-18 12:15:38.571,2024-05-18 12:15:39.027,2024-05-18 12:15:38.571,0.456,0.456,39,3,55
E13708,1,64,224,0,7,8,0,0,0,0,304,2024-08-13 03:35:48.708,2024-08-13 03:35:49.537,2024-08-13 03:35:48.708,0.829,0.829,94,9,304
E13709,1,1,54,0,1,2,0,0,0,0,59,2024-05-21 16:52:03.490,2024-05-21 16:52:03.699,2024-05-21 16:52:03.490,0.209,0.209,56,3,59
E13710,1,198,233,1,8,9,5,0,0,12,467,2024-05-04 09:20:45.258,2024-05-04 09:22:14.639,2024-05-04 09:20:45.258,89.381,89.381,243,8,467
E13711,1,0,0,0,0,0,0,0,0,0,1,2024-08-14 19:21:59.881,2024-08-14 19:21:59.881,2024-08-14 19:21:59.881,0.0,0.0,1,1,1
E13712,1,24,54,1,0,1,3,0,0,7,91,2024-08-28 06:19:28.951,2024-08-28 06:19:29.547,2024-08-28 06:19:28.951,0.596,0.596,83,1,91
E13713,1,0,15,0,0,1,0,0,0,0,17,2024-05-19 01:22:59.089,2024-05-19 01:22:59.112,2024-05-19 01:22:59.089,0.023,0.023,16,2,17
E13714,1,27,39,0,0,0,0,0,0,0,67,2024-05-18 02:03:53.486,2024-05-18 02:03:54.915,2024-05-18 02:03:53.486,1.429,1.429,66,2,67
E13715,1,5,26,0,0,1,0,0,0,0,33,2024-05-19 06:58:30.026,2024-05-19 06:58:31.046,2024-05-19 06:58:30.026,1.02,1.02,32,2,33
E13716,1,70,113,3,1,2,111,0,0,0,301,2024-08-25 00:01:15.245,2024-08-25 00:01:16.699,2024-08-25 00:01:15.245,1.454,1.454,263,3,301
E13717,1,5,22,0,0,1,0,0,0,0,29,2024-05-18 17:18:31.316,2024-05-18 17:18:32.290,2024-05-18 17:18:31.316,0.974,0.974,28,2,29
E13718,1,456,35,0,0,0,8,0,0,8,508,2024-08-14 22:08:35.810,2024-08-14 22:13:12.235,2024-08-14 22:08:35.810,276.425,276.425,500,2,508
E13719,1,491,35,0,0,0,8,0,0,8,543,2024-08-09 09:39:36.717,2024-08-09 09:44:14.973,2024-08-09 09:39:36.717,278.256,278.256,535,2,543
E13720,1,3,39,0,1,2,0,0,0,0,46,2024-05-04 13:04:48.059,2024-05-04 13:04:48.592,2024-05-04 13:04:48.059,0.533,0.533,43,2,46
E13721,1,27,42,0,0,0,0,0,0,0,70,2024-08-22 13:52:26.982,2024-08-22 13:52:27.532,2024-08-22 13:52:26.982,0.55,0.55,68,2,70
E13722,1,11,24,0,0,0,0,0,0,0,36,2024-05-20 15:10:30.946,2024-05-20 15:10:31.887,2024-05-20 15:10:30.946,0.941,0.941,36,1,36
E13723,1,54,96,3,1,2,111,0,0,0,268,2024-08-24 07:28:04.922,2024-08-24 07:28:06.125,2024-08-24 07:28:04.922,1.203,1.203,245,3,268
E13724,1,20,76,0,1,2,0,0,0,0,100,2024-05-18 15:41:10.449,2024-05-18 15:41:11.541,2024-05-18 15:41:10.449,1.092,1.092,97,3,100
E13725,1,4,32,0,0,0,0,0,0,0,37,2024-08-26 20:21:40.586,2024-08-26 20:21:40.935,2024-08-26 20:21:40.586,0.349,0.349,37,2,37
E13726,1,414,35,0,0,0,8,0,0,8,466,2024-08-26 09:22:31.637,2024-08-26 09:27:05.597,2024-08-26 09:22:31.637,273.96,273.96,458,2,466
E13727,1,459,35,0,0,0,10,0,0,10,515,2024-08-20 02:35:01.402,2024-08-20 02:39:38.730,2024-08-20 02:35:01.402,277.328,277.328,505,2,515
E13728,1,2,53,0,1,2,0,0,0,0,59,2024-05-05 10:01:21.206,2024-05-05 10:01:21.648,2024-05-05 10:01:21.206,0.442,0.442,56,3,59
E13729,1,460,35,0,0,0,8,0,0,8,512,2024-08-24 18:04:36.901,2024-08-24 18:09:13.749,2024-08-24 18:04:36.901,276.848,276.848,504,2,512
E13730,1,18,44,0,0,0,0,0,0,0,63,2024-05-05 18:14:25.532,2024-05-05 18:14:26.196,2024-05-05 18:14:25.532,0.664,0.664,63,2,63
E13731,1,6,49,0,1,0,0,0,0,0,57,2024-08-21 19:02:00.413,2024-08-21 19:02:01.251,2024-08-21 19:02:00.413,0.838,0.838,55,3,57
E13732,1,996,826,37,17,12,85,1,1,132,2108,2024-05-16 18:26:44.995,2024-05-16 18:31:21.999,2024-05-16 18:26:44.995,277.004,277.004,925,4,2108
E13733,1,538,734,19,36,31,12,0,0,16,1387,2024-08-23 12:59:15.176,2024-08-23 13:03:23.442,2024-08-23 12:59:15.176,248.266,248.266,553,7,1387
E13734,1,10,35,0,0,1,0,0,0,0,47,2024-05-05 12:16:06.071,2024-05-05 12:16:07.707,2024-05-05 12:16:06.071,1.636,1.636,46,2,47
E13735,1,2,9,0,0,1,0,0,0,0,13,2024-08-14 23:19:19.319,2024-08-14 23:19:19.954,2024-08-14 23:19:19.319,0.635,0.635,12,2,13
E13736,1,364,5185,6,326,142,56,0,0,59,6139,2024-08-23 05:40:57.174,2024-08-23 05:45:43.706,2024-08-23 05:40:57.174,286.532,286.532,278,7,6139
E13737,1,52,97,0,1,1,1,0,0,4,157,2024-05-04 03:09:29.511,2024-05-04 03:09:31.450,2024-05-04 03:09:29.511,1.939,1.939,114,3,157
E13738,1,8,53,0,1,2,0,0,0,0,65,2024-05-16 23:49:29.581,2024-05-16 23:49:31.080,2024-05-16 23:49:29.581,1.499,1.499,61,3,65
E13739,1,31,83,0,1,1,1,0,0,4,122,2024-08-14 05:41:37.704,2024-08-14 05:41:52.991,2024-08-14 05:41:37.704,15.287,15.287,87,3,122
E13740,1,714,562,7,8,7,60,0,1,34,1394,2024-05-04 04:29:14.807,2024-05-04 04:29:23.967,2024-05-04 04:29:14.807,9.16,9.16,583,7,1394
E13741,1,14,41,0,0,0,0,0,0,0,56,2024-05-05 05:13:43.162,2024-05-05 05:13:44.216,2024-05-05 05:13:43.162,1.054,1.054,56,2,56
E13742,1,21,37,0,0,0,0,0,0,0,59,2024-05-06 14:42:54.728,2024-05-06 14:42:55.423,2024-05-06 14:42:54.728,0.695,0.695,59,2,59
E13743,1,0,15,0,0,1,0,0,0,0,17,2024-05-19 01:20:34.777,2024-05-19 01:20:34.798,2024-05-19 01:20:34.777,0.021,0.021,16,2,17
E13744,1,7,30,0,0,1,0,0,0,0,39,2024-05-17 03:32:53.496,2024-05-17 03:32:53.730,2024-05-17 03:32:53.496,0.234,0.234,38,2,39
E13745,1,20,62,0,1,0,0,0,0,0,84,2024-05-05 10:13:30.505,2024-05-05 10:13:37.674,2024-05-05 10:13:30.505,7.169,7.169,58,3,84
E13746,1,18,44,0,0,0,0,0,0,0,63,2024-05-05 18:39:11.408,2024-05-05 18:39:13.068,2024-05-05 18:39:11.408,1.66,1.66,63,2,63
E13747,1,0,9,0,0,1,0,0,0,0,11,2024-08-24 14:18:29.816,2024-08-24 14:18:29.834,2024-08-24 14:18:29.816,0.018,0.018,10,2,11
E13748,1,0,9,0,0,1,0,0,0,0,11,2024-08-21 17:55:27.393,2024-08-21 17:55:27.412,2024-08-21 17:55:27.393,0.019,0.019,10,2,11
E13749,1,7,24,0,0,0,0,0,0,0,32,2024-08-22 02:14:48.122,2024-08-22 02:14:48.413,2024-08-22 02:14:48.122,0.291,0.291,32,1,32
E13750,1,41,70,0,1,0,4,0,0,3,120,2024-08-14 03:52:55.795,2024-08-14 03:52:56.293,2024-08-14 03:52:55.795,0.498,0.498,89,3,120
E13751,1,0,9,0,0,1,0,0,0,0,11,2024-08-26 13:44:48.623,2024-08-26 13:44:48.635,2024-08-26 13:44:48.623,0.012,0.012,10,2,11
E13752,1,435,35,0,0,0,8,0,0,8,487,2024-08-26 15:39:53.119,2024-08-26 15:44:28.147,2024-08-26 15:39:53.119,275.028,275.028,479,2,487
E13753,1,9,36,0,0,1,0,0,0,0,47,2024-05-19 11:35:40.127,2024-05-19 11:35:40.487,2024-05-19 11:35:40.127,0.36,0.36,46,1,47
E13754,1,53,102,3,1,2,111,0,0,0,273,2024-08-26 13:00:43.806,2024-08-26 13:00:45.579,2024-08-26 13:00:43.806,1.773,1.773,244,3,273
E13755,1,3,46,0,1,2,0,0,0,0,53,2024-05-06 15:45:21.113,2024-05-06 15:45:21.392,2024-05-06 15:45:21.113,0.279,0.279,38,3,53
E13756,1,94,126,3,1,2,0,0,0,0,227,2024-05-18 09:25:52.804,2024-05-18 09:25:55.549,2024-05-18 09:25:52.804,2.745,2.745,180,3,227
E13757,1,98,190,6,2,3,96,0,0,0,396,2024-08-14 08:39:08.270,2024-08-14 08:39:11.964,2024-08-14 08:39:08.270,3.694,3.694,260,3,396
E13758,1,4,32,0,1,2,0,0,0,0,40,2024-05-18 03:49:49.547,2024-05-18 03:49:50.428,2024-05-18 03:49:49.547,0.881,0.881,34,3,40
E13759,1,48,102,0,1,0,0,0,0,0,152,2024-05-21 07:48:42.691,2024-05-21 07:48:43.430,2024-05-21 07:48:42.691,0.739,0.739,103,2,152
E13760,1,0,15,0,0,1,1,0,0,2,20,2024-05-19 11:35:15.417,2024-05-19 11:35:16.007,2024-05-19 11:35:15.417,0.59,0.59,17,2,20
E13761,1,13,47,0,0,1,0,0,0,0,62,2024-08-26 14:53:37.939,2024-08-26 14:53:38.595,2024-08-26 14:53:37.939,0.656,0.656,60,2,62
E13762,1,53,103,3,1,2,111,0,0,0,274,2024-08-27 06:26:09.653,2024-08-27 06:26:11.079,2024-08-27 06:26:09.653,1.426,1.426,246,3,274
E13763,1,0,20,0,0,1,2,0,0,2,26,2024-08-24 17:29:43.081,2024-08-24 17:29:43.388,2024-08-24 17:29:43.081,0.307,0.307,23,2,26
E13764,1,30,71,0,2,2,0,0,0,0,106,2024-08-27 20:47:32.241,2024-08-27 20:47:33.925,2024-08-27 20:47:32.241,1.684,1.684,54,3,106
E13765,1,765,46,23,0,0,2,0,0,0,837,2024-08-28 13:31:53.405,2024-08-28 13:36:31.961,2024-08-28 13:31:53.405,278.556,278.556,681,2,837
E13766,1,1,22,0,0,1,0,0,0,0,25,2024-05-19 11:02:47.510,2024-05-19 11:02:48.434,2024-05-19 11:02:47.510,0.924,0.924,24,2,25
E13767,1,0,15,0,0,1,0,0,0,0,17,2024-05-15 15:17:16.226,2024-05-15 15:17:16.248,2024-05-15 15:17:16.226,0.022,0.022,16,2,17
E13768,1,80,239,0,7,8,10,0,0,7,352,2024-08-09 19:58:15.866,2024-08-09 19:59:05.201,2024-08-09 19:58:15.866,49.335,49.335,132,9,352
E13769,1,3,56,0,1,0,0,0,0,0,61,2024-05-18 01:46:05.575,2024-05-18 01:46:05.987,2024-05-18 01:46:05.575,0.412,0.412,60,3,61
E13770,1,32,108,3,1,2,115,0,1,0,263,2024-05-17 21:16:06.000,2024-05-17 21:16:10.153,2024-05-17 21:16:06.000,4.153,4.153,227,3,263
E13771,1,8,27,0,0,1,0,0,0,0,37,2024-05-19 23:08:32.045,2024-05-19 23:08:32.254,2024-05-19 23:08:32.045,0.209,0.209,36,2,37
E13772,1,1,41,0,1,0,0,0,0,0,44,2024-05-17 11:46:40.141,2024-05-17 11:46:40.928,2024-05-17 11:46:40.141,0.787,0.787,31,2,44
E13773,1,468,35,0,0,0,8,0,0,8,520,2024-08-20 16:05:25.970,2024-08-20 16:10:02.564,2024-08-20 16:05:25.970,276.594,276.594,512,2,520
E13774,1,451,35,0,0,0,8,0,0,8,503,2024-08-21 06:22:59.517,2024-08-21 06:27:24.629,2024-08-21 06:22:59.517,265.112,265.112,495,1,503
E13775,1,0,11,0,0,1,1,0,0,2,16,2024-05-20 21:32:27.024,2024-05-20 21:32:27.480,2024-05-20 21:32:27.024,0.456,0.456,13,2,16
E13776,1,468,35,0,0,0,8,0,0,8,520,2024-08-10 00:33:59.858,2024-08-10 00:38:57.577,2024-08-10 00:33:59.858,297.719,297.719,512,2,520
E13777,1,8,26,0,0,0,0,0,0,0,35,2024-05-20 17:25:19.440,2024-05-20 17:25:19.864,2024-05-20 17:25:19.440,0.424,0.424,35,2,35
E13778,1,29,67,0,1,0,0,0,0,0,98,2024-08-15 08:14:56.968,2024-08-15 08:14:57.364,2024-08-15 08:14:56.968,0.396,0.396,68,3,98
E13779,1,0,31,0,0,1,0,0,0,0,33,2024-05-21 14:59:27.443,2024-05-21 14:59:27.581,2024-05-21 14:59:27.443,0.138,0.138,32,2,33
E13780,1,15,60,0,0,0,0,0,0,1,77,2024-08-12 20:23:50.942,2024-08-12 20:23:52.928,2024-08-12 20:23:50.942,1.986,1.986,77,2,77
E13781,1,3,21,0,0,1,0,0,0,0,26,2024-05-17 08:05:49.765,2024-05-17 08:05:50.204,2024-05-17 08:05:49.765,0.439,0.439,25,2,26
